image_name,nature_visual,nep_materiality_visual,nep_biological_visual,landscape-type_visual,platform_id,index
1501227239454748672_0,Yes,material,biotic,,1501227239454748672,0
1501755721771536388_0,Yes,material,biotic,,1501755721771536388,0
1502057711638392848_0,No,,,,1502057711638392848,0
1502057711638392848_1,No,,,,1502057711638392848,1
1502057711638392848_2,No,,,,1502057711638392848,2
1504398133136084994_0,Yes,material,biotic,artificial_surfaces,1504398133136084994,0
1504398133136084994_1,Yes,material,biotic,artificial_surfaces,1504398133136084994,1
1504398133136084994_2,Yes,material,biotic,artificial_surfaces,1504398133136084994,2
1504398133136084994_3,Yes,material,biotic,artificial_surfaces,1504398133136084994,3
1508097509406691329_0,No,,,,1508097509406691329,0
1508625991559655428_0,No,,,,1508625991559655428,0
1511343900576862208_0,No,,,,1511343900576862208,0
1511645890410340353_0,Yes,material,biotic,,1511645890410340353,0
1511645890410340353_1,Yes,material,biotic,,1511645890410340353,1
1513457829910556674_0,No,,,,1513457829910556674,0
1515118774168469509_0,Yes,material,biotic,,1515118774168469509,0
1515118774168469509_1,Yes,material,biotic,,1515118774168469509,1
1515873748796473359_0,Yes,material,abiotic,water_bodies,1515873748796473359,0
1516553226283192322_0,Yes,immaterial,biotic,artificial_surfaces,1516553226283192322,0
1517912180762497025_0,No,,,,1517912180762497025,0
1519799617558261761_0,Yes,material,biotic,artificial_surfaces,1519799617558261761,0
1520403597233688576_0,No,,,,1520403597233688576,0
1520403597233688576_1,No,,,,1520403597233688576,1
1520932079491502082_0,No,,,,1520932079491502082,0
1525235435340898305_0,No,,,,1525235435340898305,0
1525235435340898305_1,No,,,,1525235435340898305,1
1527198369835126784_0,No,,,,1527198369835126784,0
1527198369835126784_1,No,,,,1527198369835126784,1
1528557324167675904_0,Yes,immaterial,biotic,,1528557324167675904,0
1532256700408791041_0,No,,,,1532256700408791041,0
1532936177577492480_0,No,,,,1532936177577492480,0
1532936177577492480_1,No,,,,1532936177577492480,1
1534823614427451393_0,No,,,,1534823614427451393,0
1534823614427451393_1,No,,,,1534823614427451393,1
1534823614427451393_2,No,,,,1534823614427451393,2
1537164036097380352_0,No,,,,1537164036097380352,0
1537692518342709253_1,Yes,material,biotic,artificial_surfaces,1537692518342709253,1
1538070005752991744_0,No,,,,1538070005752991744,0
1538522990534705152_0,No,,,,1538522990534705152,0
1540183934989791234_0,No,,,,1540183934989791234,0
1542146869266157573_0,Yes,material,biotic,artificial_surfaces,1542146869266157573,0
1543128336318308353_0,Yes,material,biotic,,1543128336318308353,0
1543958808569020418_0,Yes,immaterial,abiotic,,1543958808569020418,0
1544260798322802688_0,No,,,,1544260798322802688,0
1544260798322802688_1,No,,,,1544260798322802688,1
1544260798322802688_2,No,,,,1544260798322802688,2
1544260798322802688_3,No,,,,1544260798322802688,3
1544487290868842496_0,Yes,material,biotic,,1544487290868842496,0
1544940275717419009_0,No,,,,1544940275717419009,0
1548186666979901445_0,No,,,,1548186666979901445,0
1548186666979901445_1,No,,,,1548186666979901445,1
1554377459378049024_0,No,,,,1554377459378049024,0
1556793378746015745_0,Yes,material,biotic,,1556793378746015745,0
1556793378746015745_1,Yes,material,biotic,,1556793378746015745,1
1558605317952352256_0,Yes,material,biotic,artificial_surfaces,1558605317952352256,0
1559209297833254913_0,No,,,,1559209297833254913,0
1560719247390547969_0,Yes,material,biotic,forest_and_seminatural_areas,1560719247390547969,0
1561474222106574848_0,No,,,,1561474222106574848,0
1561474222106574848_1,No,,,,1561474222106574848,1
1561851709483528192_0,No,,,,1561851709483528192,0
1564343126029901826_0,No,,,,1564343126029901826,0
1564645115829927938_0,No,,,,1564645115829927938,0
1566759045041643521_0,No,,,,1566759045041643521,0
1568419989396537344_0,No,,,,1568419989396537344,0
1568721979372613634_0,Yes,material,biotic,artificial_surfaces,1568721979372613634,0
1569099466795356160_0,Yes,material,biotic,,1569099466795356160,0
1569250461651173378_0,Yes,immaterial,abiotic,forest_and_seminatural_areas,1569250461651173378,0
1569250461651173378_3,Yes,immaterial,abiotic,forest_and_seminatural_areas,1569250461651173378,3
1569627948679938049_0,No,,,,1569627948679938049,0
1569627948679938049_1,No,,,,1569627948679938049,1
1570986903549386756_0,No,,,,1570986903549386756,0
1572723345371676674_0,No,,,,1572723345371676674,0
1573100832794578949_0,Yes,immaterial,abiotic,water_bodies,1573100832794578949,0
1573100832794578949_1,Yes,immaterial,abiotic,water_bodies,1573100832794578949,1
1577781676050157568_0,No,,,,1577781676050157568,0
1577781676050157568_1,No,,,,1577781676050157568,1
1578914138138759168_0,Yes,material,biotic,,1578914138138759168,0
1582236026587971584_0,No,,,,1582236026587971584,0
1582915504167014400_0,No,,,,1582915504167014400,0
1583821473680044033_0,No,,,,1583821473680044033,0
1584802940791164928_0,Yes,material,biotic,,1584802940791164928,0
1587143362573963270_0,No,,,,1587143362573963270,0
1588577814517022720_0,No,,,,1588577814517022720,0
1589257291702075394_0,No,,,,1589257291702075394,0
1589257291702075394_1,No,,,,1589257291702075394,1
1589710276647358464_0,No,,,,1589710276647358464,0
1592730175456043008_0,Yes,immaterial,biotic,artificial_surfaces,1592730175456043008,0
1593485150175711232_0,No,,,,1593485150175711232,0
1594240124967342082_0,No,,,,1594240124967342082,0
1595750074386354177_0,No,,,,1595750074386354177,0
1596052064219676673_0,Yes,immaterial,abiotic,,1596052064219676673,0
1596958033762193408_0,No,,,,1596958033762193408,0
1597109028848807937_0,No,,,,1597109028848807937,0
1598769973174079493_0,No,,,,1598769973174079493,0
1598920967824474112_0,No,,,,1598920967824474112,0
1599222958098157573_0,No,,,,1599222958098157573,0
1599373952652300289_0,No,,,,1599373952652300289,0
1600732907345248256_0,No,,,,1600732907345248256,0
1600883902414995456_0,No,,,,1600883902414995456,0
1602846836686876673_0,No,,,,1602846836686876673,0
1603148826608431104_0,No,,,,1603148826608431104,0
1604130293786759168_0,No,,,,1604130293786759168,0
1609657715227529216_0,No,,,,1609657715227529216,0
1610548585464053760_0,No,,,,1610548585464053760,0
1611756545087541248_0,No,,,,1611756545087541248,0
1611756545087541248_1,No,,,,1611756545087541248,1
1612662514738941955_0,No,,,,1612662514738941955,0
1613417489261793280_0,No,,,,1613417489261793280,0
1614806642893135873_0,No,,,,1614806642893135873,0
1615244528231022593_0,No,,,,1615244528231022593,0
1617675546661617666_0,Yes,material,biotic,,1617675546661617666,0
1617675546661617666_1,Yes,material,biotic,,1617675546661617666,1
1617675546661617666_2,Yes,material,biotic,,1617675546661617666,2
1617675546661617666_3,Yes,material,biotic,,1617675546661617666,3
1618249327641755649_0,Yes,material,biotic,,1618249327641755649,0
1620061266890080260_0,No,,,,1620061266890080260,0
1622039300761350146_0,Yes,material,biotic,artificial_surfaces,1622039300761350146,0
1623081165644091395_0,No,,,,1623081165644091395,0
1623081165644091395_1,No,,,,1623081165644091395,1
1626252059728134146_0,No,,,,1626252059728134146,0
1626252059728134146_1,No,,,,1626252059728134146,1
1626252059728134146_2,No,,,,1626252059728134146,2
1626252059728134146_3,No,,,,1626252059728134146,3
1626554049611853826_0,No,,,,1626554049611853826,0
1628063998946967553_0,No,,,,1628063998946967553,0
1628245192821334016_0,No,,,,1628245192821334016,0
1628245192821334016_1,No,,,,1628245192821334016,1
1628381088442896384_0,No,,,,1628381088442896384,0
1628516983850299394_0,No,,,,1628516983850299394,0
1628667978815340545_0,No,,,,1628667978815340545,0
1628818973730181120_0,No,,,,1628818973730181120,0
1629015267169665025_0,Yes,material,biotic,other,1629015267169665025,0
1629120963622375431_0,No,,,,1629120963622375431,0
1629332356342648837_0,No,,,,1629332356342648837,0
1629468251645157394_1,Yes,material,biotic,artificial_surfaces,1629468251645157394,1
1629589047751393281_0,No,,,,1629589047751393281,0
1629589047751393281_1,No,,,,1629589047751393281,1
1629740042712121345_0,No,,,,1629740042712121345,0
1629875938283356164_0,No,,,,1629875938283356164,0
1629875938283356164_1,No,,,,1629875938283356164,1
1630102430636716038_2,Yes,material,biotic,,1630102430636716038,2
1630177928268120065_0,No,,,,1630177928268120065,0
1630328922910101504_0,Yes,material,biotic,other,1630328922910101504,0
1630495017520492546_0,No,,,,1630495017520492546,0
1630646012581937153_0,Yes,material,biotic,artificial_surfaces,1630646012581937153,0
1630781907901227010_0,No,,,,1630781907901227010,0
1630932902954389504_0,No,,,,1630932902954389504,0
1631098997187158019_0,Yes,material,biotic,,1631098997187158019,0
1631098997187158019_1,Yes,material,biotic,,1631098997187158019,1
1631567081689829379_0,No,,,,1631567081689829379,0
1631838872475713537_0,Yes,material,abiotic,forest_and_seminatural_areas,1631838872475713537,0
1632004967094702080_0,No,,,,1632004967094702080,0
1632155962042900480_1,Yes,material,biotic,artificial_surfaces,1632155962042900480,1
1632291857366495232_0,No,,,,1632291857366495232,0
1632457951851028481_0,No,,,,1632457951851028481,0
1632593847061561344_0,No,,,,1632593847061561344,0
1632744842290941952_0,Yes,material,abiotic,,1632744842290941952,0
1632895837264068608_0,No,,,,1632895837264068608,0
1633046832162144256_0,No,,,,1633046832162144256,0
1633197827064045570_1,Yes,immaterial,abiotic,,1633197827064045570,1
1633363921460445184_0,No,,,,1633363921460445184,0
1633499816973180928_0,No,,,,1633499816973180928,0
1633665911369478149_0,No,,,,1633665911369478149,0
1633665911369478149_1,No,,,,1633665911369478149,1
1633665911369478149_2,No,,,,1633665911369478149,2
1633952801805189120_0,No,,,,1633952801805189120,0
1634103796274982913_0,No,,,,1634103796274982913,0
1634254791659384832_0,No,,,,1634254791659384832,0
1634405786666377225_0,No,,,,1634405786666377225,0
1634556781593604098_0,No,,,,1634556781593604098,0
1634707776369827843_0,No,,,,1634707776369827843,0
1634858771351740416_0,No,,,,1634858771351740416,0
1635311756271849474_0,No,,,,1635311756271849474,0
1635477850793947136_0,No,,,,1635477850793947136,0
1635477850793947136_1,No,,,,1635477850793947136,1
1635477850793947136_2,No,,,,1635477850793947136,2
1635477850793947136_3,No,,,,1635477850793947136,3
1635613746226667522_0,No,,,,1635613746226667522,0
1635794939924865024_0,No,,,,1635794939924865024,0
1635915735724597248_0,Yes,material,abiotic,artificial_surfaces,1635915735724597248,0
1636534815007834113_0,No,,,,1636534815007834113,0
1636821705669656598_0,No,,,,1636821705669656598,0
1638029665049649153_0,No,,,,1638029665049649153,0
1641955533887541249_0,Yes,immaterial,abiotic,,1641955533887541249,0
1642559513654861825_0,No,,,,1642559513654861825,0
1643465483331444736_0,No,,,,1643465483331444736,0
1643616478271250441_0,No,,,,1643616478271250441,0
1643918468012490758_0,Yes,immaterial,biotic,,1643918468012490758,0
1644688542361083905_0,Yes,immaterial,biotic,,1644688542361083905,0
1646183392164167685_0,No,,,,1646183392164167685,0
1648627497163198464_0,No,,,,1648627497163198464,0
1648763392578969600_0,No,,,,1648763392578969600,0
1650907520817414160_0,Yes,material,biotic,artificial_surfaces,1650907520817414160,0
1651043416212402178_0,Yes,material,biotic,,1651043416212402178,0
1651043416212402178_1,Yes,material,biotic,,1651043416212402178,1
1651179311720812549_0,Yes,immaterial,biotic,,1651179311720812549,0
1652538266116292608_0,No,,,,1652538266116292608,0
1653128153001529344_0,No,,,,1653128153001529344,0
1654638102420373505_1,Yes,material,biotic,artificial_surfaces,1654638102420373505,1
1654638102420373505_2,Yes,immaterial,biotic,,1654638102420373505,2
1654638102420373505_3,Yes,immaterial,biotic,,1654638102420373505,3
1654804196900884487_0,No,,,,1654804196900884487,0
1654940092425809924_0,No,,,,1654940092425809924,0
1660708099320053760_0,Yes,material,biotic,,1660708099320053760,0
1660828895241805826_0,Yes,material,biotic,artificial_surfaces,1660828895241805826,0
1661463074040348675_0,No,,,,1661463074040348675,0
1661734864830500865_0,Yes,immaterial,biotic,,1661734864830500865,0
1664617861611139072_0,No,,,,1664617861611139072,0
1665358743431704578_0,No,,,,1665358743431704578,0
1666445907154354178_0,No,,,,1666445907154354178,0
1666445907154354178_1,No,,,,1666445907154354178,1
1669284611879481344_0,Yes,immaterial,biotic,,1669284611879481344,0
1670824760396095489_0,No,,,,1670824760396095489,0
1670824760396095489_1,No,,,,1670824760396095489,1
1670945556443672577_0,No,,,,1670945556443672577,0
1671398541208723457_1,Yes,material,biotic,,1671398541208723457,1
1672923589929226240_0,No,,,,1672923589929226240,0
1678042318731919362_0,Yes,material,biotic,artificial_surfaces,1678042318731919362,0
1678223512765595649_2,Yes,material,biotic,artificial_surfaces,1678223512765595649,2
1678510402873835523_0,Yes,immaterial,biotic,,1678510402873835523,0
1678510402873835523_1,Yes,immaterial,biotic,,1678510402873835523,1
1678510402873835523_2,Yes,immaterial,biotic,,1678510402873835523,2
1680171347090227200_0,Yes,material,abiotic,forest_and_seminatural_areas,1680171347090227200,0
1681968187087155204_0,No,,,,1681968187087155204,0
1687147313935118336_0,Yes,material,biotic,forest_and_seminatural_areas,1687147313935118336,0
1687283209011146753_0,Yes,material,biotic,artificial_surfaces,1687283209011146753,0
1688460969956052992_0,Yes,material,biotic,artificial_surfaces,1688460969956052992,0
1689231044216594432_0,No,,,,1689231044216594432,0
1690272908885544961_0,Yes,material,biotic,artificial_surfaces,1690272908885544961,0
1690574898941300738_0,No,,,,1690574898941300738,0
1693021017004814661_0,No,,,,1693021017004814661,0
1693443803049496878_0,No,,,,1693443803049496878,0
1695421836727652576_0,No,,,,1695421836727652576,0
1697384771129635309_0,No,,,,1697384771129635309,0
1699332605831729320_0,No,,,,1699332605831729320,0
1699332605831729320_1,No,,,,1699332605831729320,1
1699332605831729320_2,No,,,,1699332605831729320,2
1699332605831729320_3,No,,,,1699332605831729320,3
1699785590726860853_0,No,,,,1699785590726860853,0
1703711459186987518_0,Yes,material,biotic,,1703711459186987518,0
1704013449175634112_0,No,,,,1704013449175634112,0
1706127378471440491_0,No,,,,1706127378471440491,0
1706580363101786458_0,Yes,material,biotic,,1706580363101786458,0
1706882353111679198_0,No,,,,1706882353111679198,0
1707033348135068148_0,No,,,,1707033348135068148,0
1708407402062635095_0,No,,,,1708407402062635095,0
1708407402062635095_1,No,,,,1708407402062635095,1
1708407402062635095_2,No,,,,1708407402062635095,2
1708573496530391476_0,No,,,,1708573496530391476,0
1711321604444262546_0,Yes,material,biotic,,1711321604444262546,0
1711563196413194632_0,No,,,,1711563196413194632,0
1713073145815646692_0,No,,,,1713073145815646692,0
1714281105392853069_0,No,,,,1714281105392853069,0
1715187074956214677_0,No,,,,1715187074956214677,0
1716848019356663985_0,No,,,,1716848019356663985,0
1717769088628335006_0,No,,,,1717769088628335006,0
1718524063164092435_0,No,,,,1718524063164092435,0
1720169908074369039_0,Yes,immaterial,biotic,,1720169908074369039,0
1721392967301120314_0,Yes,material,abiotic,artificial_surfaces,1721392967301120314,0
1722736822239826385_0,Yes,material,biotic,artificial_surfaces,1722736822239826385,0
1725454731189817423_0,No,,,,1725454731189817423,0
1725454731189817423_1,No,,,,1725454731189817423,1
1725454731189817423_2,No,,,,1725454731189817423,2
1725454731189817423_3,No,,,,1725454731189817423,3
1725756721069510968_0,No,,,,1725756721069510968,0
1725756721069510968_1,No,,,,1725756721069510968,1
1725756721069510968_2,No,,,,1725756721069510968,2
1725756721069510968_3,No,,,,1725756721069510968,3
1729682589626012041_0,No,,,,1729682589626012041,0
1730739554200461343_0,No,,,,1730739554200461343,0
1731494528886988889_0,Yes,material,biotic,forest_and_seminatural_areas,1731494528886988889,0
1732868582764097940_0,No,,,,1732868582764097940,0
1733759453194031413_0,Yes,material,biotic,forest_and_seminatural_areas,1733759453194031413,0
1736024377324384396_0,No,,,,1736024377324384396,0
1736779352015003701_0,No,,,,1736779352015003701,0
1477596530618077184_0,No,,,none,1477596530618077184,0
1477596530618077184_1,No,,,none,1477596530618077184,1
1477672028190785546_0,No,,,,1477672028190785546,0
1477672028190785546_1,No,,,,1477672028190785546,1
1477672028190785546_2,No,,,,1477672028190785546,2
1477672028190785546_3,No,,,,1477672028190785546,3
1477823022849568769_0,Yes,material,biotic,none,1477823022849568769,0
1477974017982316554_0,Yes,material,biotic,none,1477974017982316554,0
1478200510306217990_0,No,,,none,1478200510306217990,0
1478351505153536013_1,Yes,material,abiotic,artificial_surfaces,1478351505153536013,1
1479030982657327106_0,No,,,none,1479030982657327106,0
1479030982657327106_1,No,,,none,1479030982657327106,1
1479559464743284740_0,No,,,none,1479559464743284740,0
1479634962206711809_0,No,,,none,1479634962206711809,0
1479785957339672576_0,Yes,immaterial,abiotic,none,1479785957339672576,0
1480087946636181504_0,No,,,none,1480087946636181504,0
1480389937061314561_0,No,,,none,1480389937061314561,0
1480842921926660096_0,No,,,none,1480842921926660096,0
1480993916967129094_0,No,,,none,1480993916967129094,0
1481295906842759172_0,Yes,material,abiotic,forest_and_seminatural_areas,1481295906842759172,0
1481975383498969090_0,Yes,material,biotic,,1481975383498969090,0
1482050881524838409_0,No,,,,1482050881524838409,0
1482050881524838409_1,No,,,,1482050881524838409,1
1482050881524838409_2,No,,,,1482050881524838409,2
1482050881524838409_3,No,,,,1482050881524838409,3
1482201876456427525_0,No,,,,1482201876456427525,0
1482428368872251402_0,No,,,,1482428368872251402,0
1482503866306510848_0,Yes,immaterial,biotic,artificial_surfaces,1482503866306510848,0
1483032348711337987_0,No,,,,1483032348711337987,0
1483409836033589258_0,No,,,,1483409836033589258,0
1483862820739497985_0,No,,,,1483862820739497985,0
1483862820739497985_1,No,,,,1483862820739497985,1
1483862820739497985_2,No,,,,1483862820739497985,2
1484089313294188544_0,No,,,,1484089313294188544,0
1484089313294188544_1,No,,,,1484089313294188544,1
1484240308103692289_0,No,,,none,1484240308103692289,0
1484240308103692289_1,No,,,none,1484240308103692289,1
1484240308103692289_2,No,,,none,1484240308103692289,2
1485901252466819075_0,Yes,material,abiotic,forest_and_seminatural_areas,1485901252466819075,0
1485976750031257600_0,No,,,none,1485976750031257600,0
1486203242493194242_0,Yes,material,biotic,none,1486203242493194242,0
1486203242493194242_2,Yes,material,biotic,none,1486203242493194242,2
1486203242493194242_3,Yes,material,biotic,none,1486203242493194242,3
1488090679314026500_0,No,,,,1488090679314026500,0
1488317171537223681_0,Yes,immaterial,biotic,,1488317171537223681,0
1488392669114085376_0,No,,,,1488392669114085376,0
1489147643884363778_0,No,,,,1489147643884363778,0
1490733090666434561_0,No,,,,1490733090666434561,0
1490808588201308161_0,No,,,none,1490808588201308161,0
1490808588201308161_1,No,,,none,1490808588201308161,1
1491488065453494280_0,No,,,,1491488065453494280,0
1493073512327618560_0,No,,,none,1493073512327618560,0
1493979482117574667_0,No,,,,1493979482117574667,0
1496017913605726211_0,No,,,,1496017913605726211,0
1496395401179860992_0,No,,,none,1496395401179860992,0
1496546396010430471_0,No,,,,1496546396010430471,0
1497603360475607041_0,Yes,immaterial,biotic,artificial_surfaces,1497603360475607041,0
1497829852837294080_0,No,,,none,1497829852837294080,0
1498056345580417025_0,Yes,immaterial,biotic,none,1498056345580417025,0
1498207340524363779_0,No,,,none,1498207340524363779,0
1498207340524363779_1,No,,,none,1498207340524363779,1
1498962315072335876_0,No,,,none,1498962315072335876,0
1499717289935278082_0,No,,,none,1499717289935278082,0
1499943782325833730_0,No,,,none,1499943782325833730,0
1500019279860846592_0,No,,,none,1500019279860846592,0
1502133209093623808_0,Yes,immaterial,biotic,artificial_surfaces,1502133209093623808,0
1502737188764762114_0,No,,,,1502737188764762114,0
1502888183763472390_0,Yes,immaterial,biotic,artificial_surfaces,1502888183763472390,0
1503794153410469896_0,No,,,,1503794153410469896,0
1504851118064644096_0,No,,,,1504851118064644096,0
1505757087556681731_0,No,,,,1505757087556681731,0
1506436564930412546_0,No,,,,1506436564930412546,0
1506512062431825926_0,Yes,immaterial,biotic,none,1506512062431825926,0
1507040544710610946_0,Yes,material,biotic,none,1507040544710610946,0
1507720022021476357_0,Yes,material,abiotic,water_bodies,1507720022021476357,0
1509682956310253583_1,Yes,material,abiotic,,1509682956310253583,1
1509682956310253583_2,Yes,immaterial,biotic,,1509682956310253583,2
1509682956310253583_3,Yes,immaterial,biotic,,1509682956310253583,3
1510513428443533314_0,No,,,,1510513428443533314,0
1510890915841572864_0,Yes,material,biotic,none,1510890915841572864,0
1511041910823165954_0,No,,,none,1511041910823165954,0
1511041910823165954_1,No,,,none,1511041910823165954,1
1512098875422781446_0,No,,,,1512098875422781446,0
1512249870329204741_0,No,,,,1512249870329204741,0
1512702854972121088_0,No,,,none,1512702854972121088,0
1513004845082771462_0,Yes,material,biotic,artificial_surfaces,1513004845082771462,0
1513155839917723649_0,No,,,,1513155839917723649,0
1513759819680960514_0,No,,,,1513759819680960514,0
1514363799574401026_0,No,,,none,1514363799574401026,0
1514892281899233287_0,Yes,material,biotic,,1514892281899233287,0
1515043276650430466_0,No,,,,1515043276650430466,0
1515269769167269891_0,No,,,,1515269769167269891,0
1515269769167269891_1,No,,,,1515269769167269891,1
1515269769167269891_2,No,,,,1515269769167269891,2
1515722753923592197_0,No,,,none,1515722753923592197,0
1515722753923592197_1,No,,,none,1515722753923592197,1
1515722753923592197_2,No,,,none,1515722753923592197,2
1515722753923592197_3,No,,,none,1515722753923592197,3
1516704221118222339_0,No,,,,1516704221118222339,0
1517685688216416256_0,Yes,material,biotic,none,1517685688216416256,0
1518440662907113473_0,Yes,immaterial,biotic,none,1518440662907113473,0
1518440662907113473_1,Yes,material,biotic,none,1518440662907113473,1
1518440662907113473_2,Yes,material,biotic,none,1518440662907113473,2
1518440662907113473_3,Yes,immaterial,biotic,none,1518440662907113473,3
1519044642855170051_0,Yes,immaterial,biotic,none,1519044642855170051,0
1519422130152083457_0,Yes,immaterial,abiotic,,1519422130152083457,0
1519724119994085377_0,No,,,,1519724119994085377,0
1520026109827448832_0,No,,,none,1520026109827448832,0
1520101607412752385_0,No,,,none,1520101607412752385,0
1521460561959170049_0,No,,,,1521460561959170049,0
1521762551746674688_0,Yes,immaterial,biotic,none,1521762551746674688,0
1523272501219840001_0,No,,,none,1523272501219840001,0
1523800983566184448_0,No,,,,1523800983566184448,0
1524102973483364352_0,No,,,,1524102973483364352,0
1524782450601336833_0,Yes,immaterial,abiotic,none,1524782450601336833,0
1525084440594042881_0,No,,,,1525084440594042881,0
1525386430075195393_0,No,,,,1525386430075195393,0
1525537425417568256_0,Yes,immaterial,biotic,forest_and_seminatural_areas,1525537425417568256,0
1526443395035856896_0,Yes,material,biotic,,1526443395035856896,0
1527575857115578368_0,No,,,,1527575857115578368,0
1529916278760165382_0,No,,,,1529916278760165382,0
1529916278760165382_1,No,,,,1529916278760165382,1
1529916278760165382_2,No,,,,1529916278760165382,2
1529916278760165382_3,No,,,,1529916278760165382,3
1530067273741766656_0,Yes,immaterial,abiotic,none,1530067273741766656,0
1530218268706979843_0,No,,,,1530218268706979843,0
1530822248445235200_0,No,,,,1530822248445235200,0
1531048740777238531_0,No,,,none,1531048740777238531,0
1531275233218502657_0,No,,,none,1531275233218502657,0
1531652720674734080_0,No,,,,1531652720674734080,0
1531728218151079940_0,No,,,,1531728218151079940,0
1532483192862789638_0,No,,,none,1532483192862789638,0
1533540157407764483_0,Yes,immaterial,biotic,artificial_surfaces,1533540157407764483,0
1533691152351625217_0,No,,,,1533691152351625217,0
1533993142168563712_0,No,,,,1533993142168563712,0
1534521624602738688_0,Yes,immaterial,biotic,none,1534521624602738688,0
1534672619269521408_0,No,,,,1534672619269521408,0
1534899111970889728_0,Yes,material,biotic,none,1534899111970889728,0
1535050106872922117_0,Yes,immaterial,biotic,none,1535050106872922117,0
1535654086648946688_0,Yes,immaterial,biotic,none,1535654086648946688,0
1537541523444846594_0,Yes,material,biotic,artificial_surfaces,1537541523444846594,0
1537919010792017923_0,No,,,,1537919010792017923,0
1538221000604561409_0,No,,,,1538221000604561409,0
1538673985478696960_0,No,,,,1538673985478696960,0
1538824980506370049_0,No,,,,1538824980506370049,0
1539277965355278336_0,No,,,,1539277965355278336,0
1540636919771660290_0,No,,,,1540636919771660290,0
1541542889502769153_0,No,,,,1541542889502769153,0
1541693884316745730_0,No,,,,1541693884316745730,0
1541844879248179205_0,Yes,immaterial,biotic,none,1541844879248179205,0
1543505823426416640_0,No,,,,1543505823426416640,0
1545166767965732866_0,Yes,material,biotic,artificial_surfaces,1545166767965732866,0
1545770747859464192_0,No,,,,1545770747859464192,0
1546148235147939841_0,No,,,,1546148235147939841,0
1547129701998673936_0,Yes,material,biotic,none,1547129701998673936,0
1547280697223675906_0,No,,,none,1547280697223675906,0
1547733682034618369_0,No,,,,1547733682034618369,0
1549998606282903553_0,Yes,immaterial,biotic,none,1549998606282903553,0
1550829078382628864_0,No,,,,1550829078382628864,0
1550904575896391680_0,No,,,,1550904575896391680,0
1550904575896391680_1,No,,,,1550904575896391680,1
1552565520242974720_0,No,,,none,1552565520242974720,0
1552943007560876033_0,No,,,,1552943007560876033,0
1552943007560876033_1,No,,,,1552943007560876033,1
1554075469800247304_0,No,,,,1554075469800247304,0
1554981439438987265_0,No,,,none,1554981439438987265,0
1555207931909529600_0,No,,,,1555207931909529600,0
1555660916753965056_0,No,,,,1555660916753965056,0
1557170866152214530_0,No,,,,1557170866152214530,0
1557170866152214530_1,No,,,,1557170866152214530,1
1557170866152214530_2,No,,,,1557170866152214530,2
1557170866152214530_3,No,,,,1557170866152214530,3
1558907308071059456_0,Yes,material,biotic,artificial_surfaces,1558907308071059456,0
1559511287813607430_0,No,,,,1559511287813607430,0
1559964272582590465_0,No,,,,1559964272582590465,0
1559964272582590465_1,No,,,,1559964272582590465,1
1559964272582590465_2,No,,,,1559964272582590465,2
1559964272582590465_3,No,,,,1559964272582590465,3
1560190764696600577_0,No,,,,1560190764696600577,0
1561700714438696960_0,No,,,,1561700714438696960,0
1561927206766579713_0,Yes,material,biotic,none,1561927206766579713,0
1562078201693749248_0,No,,,none,1562078201693749248,0
1562455689246543872_0,No,,,none,1562455689246543872,0
